1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.081736	0.000000	0.159965	0.004527	2.5
1	-0.083830	0.000000	0.159965	0.005356	1.3
2	-0.081979	0.000000	0.159965	0.008704	1.5
3	-0.088834	0.000000	0.159965	0.006506	1.5
4	-0.086076	0.000000	0.159965	0.005910	1.5
5	-0.082769	0.000000	0.159965	0.004593	1.5
6	-0.082910	0.000000	0.159965	0.004264	1.5
7	-0.085513	0.000000	0.159965	0.006842	1.6
8	-0.081610	0.000000	0.159965	0.005527	1.6
9	-0.079578	0.000000	0.159965	0.004903	1.7
10	-0.081565	0.000000	0.159965	0.005755	1.7
11	-0.086387	0.000000	0.159965	0.006519	1.7
12	-0.076218	0.000000	0.159965	0.006152	1.7
13	-0.082503	0.000000	0.159965	0.005406	1.6
14	-0.086615	0.000000	0.159965	0.004727	1.6
15	-0.073073	0.000000	0.159965	0.005069	1.6
16	-0.085756	0.000000	0.159965	0.006583	1.6
17	-0.081724	0.000000	0.159965	0.009048	1.7
18	-0.086010	0.000000	0.159965	0.006553	1.6
19	-0.086826	0.000000	0.159965	0.006025	1.6
20	-0.085427	0.000000	0.159965	0.004080	1.7
21	-0.082722	0.000000	0.159965	0.008636	1.7
22	-0.075785	0.000000	0.159965	0.004039	1.7
23	-0.085039	0.000000	0.159965	0.007714	1.7
24	-0.083869	0.000000	0.159965	0.005704	1.7
25	-0.084688	0.000000	0.159965	0.007125	1.7
26	-0.082608	0.000000	0.159965	0.005605	1.7
27	-0.080209	0.000000	0.159965	0.005693	1.7
28	-0.087252	0.000000	0.159965	0.005724	1.9
29	-0.080642	0.000000	0.159965	0.005850	2.3
30	-0.084864	0.000000	0.159965	0.005479	2.2
31	-0.081122	0.000000	0.159965	0.004409	2.2
32	-0.076378	0.000000	0.159965	0.005724	2.1
33	-0.084054	0.000000	0.159965	0.006982	2.3
34	-0.085374	0.000000	0.159965	0.006998	2.3
35	-0.083955	0.000000	0.159965	0.004440	2.1
36	-0.085468	0.000000	0.159965	0.004209	2.7
37	-0.081600	0.000000	0.159965	0.004267	2.7
38	-0.086150	0.000000	0.159965	0.004183	2.8
39	-0.085999	0.000000	0.159965	0.003627	2.8
40	-0.086790	0.000000	0.159965	0.004004	2.7
41	-0.084860	0.000000	0.159965	0.003708	2.7
42	-0.082471	0.000000	0.159965	0.004562	2.7
43	-0.083255	0.000000	0.159965	0.004814	2.6
44	-0.087078	0.000000	0.159965	0.010755	2.5
45	-0.083854	0.000000	0.159965	0.004617	2.6
46	-0.084570	0.000000	0.159965	0.004200	2.6
47	-0.089530	0.000000	0.159965	0.004744	3.0
48	-0.087137	0.000000	0.159965	0.006363	3.2
49	-0.087041	0.000000	0.159965	0.006832	3.3
50	-0.087589	0.000000	0.159965	0.009432	3.4
51	-0.090871	0.000000	0.159965	0.004191	3.1
52	-0.086886	0.000000	0.159965	0.005338	3.0
53	-0.084763	0.000000	0.159965	0.005559	3.0
54	-0.086869	0.000000	0.159965	0.003867	3.2
55	-0.081300	0.000000	0.159965	0.003211	3.4
56	-0.085591	0.000000	0.159965	0.004922	2.5
57	-0.084298	0.000000	0.159965	0.007686	3.8
58	-0.085177	0.000000	0.159965	0.006061	3.2
59	-0.087992	0.000000	0.159965	0.006442	3.3
60	-0.084253	0.000000	0.159965	0.006054	3.6
61	-0.082185	0.000000	0.159965	0.006108	3.6
62	-0.086568	0.000000	0.159965	0.003939	3.4
63	-0.083782	0.000000	0.159965	0.006998	3.4
64	-0.077355	0.000000	0.159965	0.005075	3.0
65	-0.082791	0.000000	0.159965	0.006116	3.0
66	-0.086924	0.000000	0.159965	0.006963	3.1
67	-0.081588	0.000000	0.159965	0.005048	3.2
68	-0.086274	0.000000	0.159965	0.006262	3.2
69	-0.084427	0.000000	0.159965	0.004243	3.3
70	-0.086464	0.000000	0.159965	0.004470	3.4
71	-0.085238	0.000000	0.159965	0.005016	3.4
72	-0.082310	0.000000	0.159965	0.004105	3.2
73	-0.086454	0.000000	0.159965	0.005898	2.3
74	-0.088469	0.000000	0.159965	0.004492	2.4
75	-0.078217	0.000000	0.159965	0.005241	2.3
76	-0.086659	0.000000	0.159965	0.004721	2.9
77	-0.086130	0.000000	0.159965	0.005461	2.5
78	-0.081682	0.000000	0.159965	0.003422	2.5
79	-0.080384	0.000000	0.159965	0.006172	2.8
80	-0.086940	0.000000	0.159965	0.005918	2.8
81	-0.087978	0.000000	0.159965	0.004228	2.5
82	-0.086409	0.000000	0.159965	0.006220	2.5
83	-0.084700	0.000000	0.159965	0.006170	2.3
84	-0.087817	0.000000	0.159965	0.007549	3.7
85	-0.081341	0.000000	0.159965	0.004808	2.8
86	-0.084409	0.000000	0.159965	0.005932	2.8
87	-0.088136	0.000000	0.159965	0.007225	2.7
