1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.076789	0.000000	0.159965	0.004193	8.5
1	-0.072472	0.000000	0.159965	0.005249	3.3
2	-0.079731	0.000000	0.159965	0.006534	3.8
3	-0.075246	0.000000	0.159965	0.008194	2.7
4	-0.078548	0.000000	0.159965	0.009273	2.8
5	-0.082753	0.000000	0.159965	0.008520	2.8
6	-0.081283	0.000000	0.159965	0.008494	2.9
7	-0.073751	0.000000	0.159965	0.009153	2.9
8	-0.076783	0.000000	0.159965	0.007117	3.0
9	-0.073580	0.000000	0.159965	0.008640	3.0
10	-0.074623	0.000000	0.159965	0.008365	3.2
11	-0.079284	0.000000	0.159965	0.006185	2.9
12	-0.074569	0.000000	0.159965	0.010023	3.3
13	-0.073500	0.000000	0.159965	0.007190	3.1
14	-0.075752	0.000000	0.159965	0.005121	2.8
15	-0.076523	0.000000	0.159965	0.007631	2.8
16	-0.083374	0.000000	0.159965	0.007264	3.4
17	-0.078669	0.000000	0.159965	0.009504	3.4
18	-0.082360	0.000000	0.159965	0.005623	3.4
19	-0.073935	0.000000	0.159965	0.007537	3.3
20	-0.075586	0.000000	0.159965	0.006610	2.7
21	-0.080392	0.000000	0.159965	0.005831	2.9
22	-0.073261	0.000000	0.159965	0.006937	2.9
23	-0.074049	0.000000	0.159965	0.006124	2.6
24	-0.073228	0.000000	0.159965	0.004150	2.7
25	-0.088743	0.000000	0.159965	0.008548	2.6
26	-0.077011	0.000000	0.159965	0.006770	2.7
27	-0.080552	0.000000	0.159965	0.007629	3.9
28	-0.075609	0.000000	0.159965	0.008701	3.1
29	-0.078127	0.000000	0.159965	0.006495	2.7
30	-0.078303	0.000000	0.159965	0.005263	3.0
31	-0.076183	0.000000	0.159965	0.007072	3.4
32	-0.076509	0.000000	0.159965	0.005580	2.8
33	-0.076911	0.000000	0.159965	0.006073	3.0
34	-0.077771	0.000000	0.159965	0.006808	4.1
35	-0.076030	0.000000	0.159965	0.005451	3.3
36	-0.077542	0.000000	0.159965	0.008842	3.2
37	-0.080471	0.000000	0.159965	0.006535	2.7
38	-0.077128	0.000000	0.159965	0.006624	3.4
39	-0.073566	0.000000	0.159965	0.005989	3.2
40	-0.076778	0.000000	0.159965	0.007578	2.6
41	-0.074751	0.000000	0.159965	0.005621	2.5
42	-0.078387	0.000000	0.159965	0.008575	3.7
43	-0.075198	0.000000	0.159965	0.003691	3.3
44	-0.081416	0.000000	0.159965	0.007126	3.1
45	-0.074191	0.000000	0.159965	0.005362	2.7
46	-0.077694	0.000000	0.159965	0.009724	3.5
47	-0.075942	0.000000	0.159965	0.006889	3.5
48	-0.077281	0.000000	0.159965	0.007614	3.7
49	-0.078599	0.000000	0.159965	0.006381	3.0
50	-0.078727	0.000000	0.159965	0.009828	2.6
51	-0.077165	0.000000	0.159965	0.005067	2.7
52	-0.071314	0.000000	0.159965	0.006898	3.5
53	-0.079645	0.000000	0.159965	0.006723	2.5
54	-0.078237	0.000000	0.159965	0.006652	2.7
55	-0.076531	0.000000	0.159965	0.006459	2.7
56	-0.081041	0.000000	0.159965	0.005623	3.6
57	-0.080658	0.000000	0.159965	0.006261	3.2
58	-0.076232	0.000000	0.159965	0.007927	2.8
59	-0.076394	0.000000	0.159965	0.008881	3.5
60	-0.078961	0.000000	0.159965	0.006901	3.7
61	-0.076644	0.000000	0.159965	0.007955	2.7
62	-0.081126	0.000000	0.159965	0.009133	4.2
63	-0.068368	0.000000	0.159965	0.007004	2.9
64	-0.074851	0.000000	0.159965	0.009339	3.3
65	-0.077739	0.000000	0.159965	0.005766	3.0
66	-0.081123	0.000000	0.159965	0.005107	2.9
67	-0.074684	0.000000	0.159965	0.007412	3.1
68	-0.073117	0.000000	0.159965	0.006746	3.0
69	-0.076300	0.000000	0.159965	0.007500	3.4
