1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.064151	0.000000	0.159965	0.006345	63.2
1	-0.069097	0.000000	0.159965	0.005466	4.5
2	-0.072362	0.000000	0.159965	0.009662	5.9
3	-0.070876	0.000000	0.159965	0.008861	4.7
4	-0.072724	0.000000	0.159965	0.008875	4.6
5	-0.067584	0.000000	0.159965	0.005343	3.9
6	-0.071898	0.000000	0.159965	0.006635	4.3
7	-0.071392	0.000000	0.159965	0.005518	3.8
8	-0.071232	0.000000	0.159965	0.008515	5.7
9	-0.065674	0.000000	0.159965	0.006532	4.7
10	-0.070308	0.000000	0.159965	0.007174	4.3
11	-0.068058	0.000000	0.159965	0.008091	4.3
12	-0.067807	0.000000	0.159965	0.007393	3.9
13	-0.071398	0.000000	0.159965	0.009370	4.0
14	-0.067356	0.000000	0.159965	0.008013	4.5
15	-0.071110	0.000000	0.159965	0.005416	5.0
16	-0.065717	0.000000	0.159965	0.004754	4.7
17	-0.071340	0.000000	0.159965	0.006618	5.4
18	-0.065128	0.000000	0.159965	0.004951	5.0
19	-0.071851	0.000000	0.159965	0.008396	5.1
20	-0.060868	0.000000	0.159965	0.004146	4.4
21	-0.068978	0.000000	0.159965	0.007967	4.8
22	-0.064930	0.000000	0.159965	0.007317	4.1
23	-0.070102	0.000000	0.159965	0.005196	5.1
24	-0.064806	0.000000	0.159965	0.005128	5.5
25	-0.063894	0.000000	0.159965	0.003140	5.7
26	-0.066466	0.000000	0.159965	0.008533	5.5
27	-0.069983	0.000000	0.159965	0.007115	5.5
28	-0.071970	0.000000	0.159965	0.007276	4.8
29	-0.070624	0.000000	0.159965	0.005913	5.0
30	-0.064705	0.000000	0.159965	0.006632	4.9
31	-0.070423	0.000000	0.159965	0.004922	4.0
32	-0.073800	0.000000	0.159965	0.009697	5.4
33	-0.069768	0.000000	0.159965	0.007493	4.3
34	-0.069945	0.000000	0.159965	0.008271	5.3
35	-0.069508	0.000000	0.159965	0.007095	4.7
36	-0.067890	0.000000	0.159965	0.006640	4.9
37	-0.071791	0.000000	0.159965	0.010356	4.0
38	-0.074307	0.000000	0.159965	0.006128	4.3
39	-0.063453	0.000000	0.159965	0.008049	3.7
40	-0.067181	0.000000	0.159965	0.006609	4.6
41	-0.066269	0.000000	0.159965	0.008232	4.7
42	-0.069424	0.000000	0.159965	0.007586	4.5
43	-0.063101	0.000000	0.159965	0.006284	3.8
44	-0.067878	0.000000	0.159965	0.008393	4.6
45	-0.065526	0.000000	0.159965	0.006413	4.7
46	-0.069943	0.000000	0.159965	0.008032	3.8
47	-0.071059	0.000000	0.159965	0.006385	4.1
48	-0.072072	0.000000	0.159965	0.007639	5.0
49	-0.072575	0.000000	0.159965	0.008274	4.0
50	-0.071360	0.000000	0.159965	0.006209	4.2
51	-0.067619	0.000000	0.159965	0.008905	4.3
52	-0.065493	0.000000	0.159965	0.006235	4.9
53	-0.067846	0.000000	0.159965	0.006328	4.9
54	-0.066969	0.000000	0.159965	0.004327	4.7
55	-0.074075	0.000000	0.159965	0.005992	4.3
56	-0.069906	0.000000	0.159965	0.007010	5.3
57	-0.065871	0.000000	0.159965	0.006951	5.4
58	-0.073717	0.000000	0.159965	0.011836	4.9
59	-0.068912	0.000000	0.159965	0.006232	4.9
60	-0.070336	0.000000	0.159965	0.006232	4.8
61	-0.068431	0.000000	0.159965	0.006902	5.4
62	-0.070459	0.000000	0.159965	0.005290	5.4
63	-0.067905	0.000000	0.159965	0.005492	5.5
64	-0.065362	0.000000	0.159965	0.006774	5.5
65	-0.070961	0.000000	0.159965	0.008617	5.5
66	-0.066153	0.000000	0.159965	0.008863	5.7
67	-0.066728	0.000000	0.159965	0.004923	4.9
68	-0.071945	0.000000	0.159965	0.005314	5.0
69	-0.071726	0.000000	0.159965	0.007377	5.6
70	-0.067926	0.000000	0.159965	0.008587	5.4
71	-0.071152	0.000000	0.159965	0.006334	4.8
72	-0.070744	0.000000	0.159965	0.007850	5.3
73	-0.067470	0.000000	0.159965	0.005939	5.3
74	-0.071992	0.000000	0.159965	0.005341	5.4
75	-0.065452	0.000000	0.159965	0.009401	4.7
76	-0.070704	0.000000	0.159965	0.003937	5.5
77	-0.066588	0.000000	0.159965	0.006801	6.5
78	-0.068549	0.000000	0.159965	0.006407	6.9
79	-0.070898	0.000000	0.159965	0.007527	6.3
80	-0.071370	0.000000	0.159965	0.006221	6.0
81	-0.067058	0.000000	0.159965	0.007066	5.7
82	-0.071445	0.000000	0.159965	0.008122	5.4
83	-0.071000	0.000000	0.159965	0.006526	5.2
84	-0.069316	0.000000	0.159965	0.007887	5.3
85	-0.071580	0.000000	0.159965	0.007672	5.6
86	-0.066351	0.000000	0.159965	0.006377	16.1
87	-0.067417	0.000000	0.159965	0.008267	9.8
88	-0.069559	0.000000	0.159965	0.009008	4.5
89	-0.071571	0.000000	0.159965	0.005656	3.4
90	-0.061159	0.000000	0.159965	0.006681	14.8
91	-0.073480	0.000000	0.159965	0.005216	5.8
92	-0.068171	0.000000	0.159965	0.005126	3.1
93	-0.067799	0.000000	0.159965	0.006811	2.8
94	-0.067969	0.000000	0.159965	0.005777	2.8
95	-0.069489	0.000000	0.159965	0.008064	2.8
96	-0.070990	0.000000	0.159965	0.007764	2.8
97	-0.069896	0.000000	0.159965	0.006980	2.9
98	-0.068698	0.000000	0.159965	0.004670	2.8
99	-0.070628	0.000000	0.159965	0.006254	2.8
100	-0.067876	0.000000	0.159965	0.012243	2.9
101	-0.065722	0.000000	0.159965	0.005895	2.8
102	-0.068348	0.000000	0.159965	0.005629	3.1
103	-0.069347	0.000000	0.159965	0.007300	9.5
104	-0.072064	0.000000	0.159965	0.008796	6.6
105	-0.063266	0.000000	0.159965	0.006135	5.3
106	-0.067897	0.000000	0.159965	0.006139	3.3
107	-0.063717	0.000000	0.159965	0.007007	2.8
108	-0.068456	0.000000	0.159965	0.005898	2.9
109	-0.066163	0.000000	0.159965	0.006647	12.8
110	-0.068356	0.000000	0.159965	0.007088	4.9
111	-0.067264	0.000000	0.159965	0.009182	3.0
