1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-1.006566	0.000000	0.159965	0.000454	29.3
1	-1.006668	0.000000	0.159965	0.000454	23.9
2	-1.006811	0.000000	0.159965	0.000620	23.9
3	-1.006909	0.000000	0.159965	0.000530	23.9
4	-1.006894	0.000000	0.159965	0.000445	24.3
5	-1.006684	0.000000	0.159965	0.000584	24.3
6	-1.006401	0.000000	0.159965	0.000575	24.3
7	-1.006943	0.000000	0.159965	0.000420	23.7
8	-1.006394	0.000000	0.159965	0.000485	23.5
9	-1.006604	0.000000	0.159965	0.000686	23.6
10	-1.006882	0.000000	0.159965	0.000796	23.5
11	-1.006087	0.000000	0.159965	0.000465	22.9
12	-1.006566	0.000000	0.159965	0.000442	22.7
13	-1.006489	0.000000	0.159965	0.000591	22.8
14	-1.006545	0.000000	0.159965	0.000486	22.6
15	-1.006609	0.000000	0.159965	0.000441	22.7
16	-1.006725	0.000000	0.159965	0.000512	22.8
17	-1.006851	0.000000	0.159965	0.000593	23.2
18	-1.006851	0.000000	0.159965	0.000454	23.2
19	-1.006985	0.000000	0.159965	0.000687	22.6
20	-1.006224	0.000000	0.159965	0.000587	22.7
21	-1.006684	0.000000	0.159965	0.000571	23.0
22	-1.006624	0.000000	0.159965	0.000715	22.8
23	-1.006958	0.000000	0.159965	0.000474	22.8
24	-1.006677	0.000000	0.159965	0.000379	22.6
25	-1.006539	0.000000	0.159965	0.000417	22.6
26	-1.006635	0.000000	0.159965	0.000505	22.6
27	-1.006432	0.000000	0.159965	0.000819	23.0
28	-1.006651	0.000000	0.159965	0.000328	22.8
29	-1.006798	0.000000	0.159965	0.000592	22.8
30	-1.007018	0.000000	0.159965	0.000441	22.9
31	-1.006548	0.000000	0.159965	0.000554	22.7
32	-1.007155	0.000000	0.159965	0.000689	22.8
33	-1.006437	0.000000	0.159965	0.000468	23.2
34	-1.006924	0.000000	0.159965	0.000835	23.3
35	-1.006623	0.000000	0.159965	0.000565	23.2
36	-1.006440	0.000000	0.159965	0.000543	22.8
37	-1.006794	0.000000	0.159965	0.000367	22.8
38	-1.006582	0.000000	0.159965	0.000508	22.8
39	-1.006568	0.000000	0.159965	0.000741	23.2
40	-1.006550	0.000000	0.159965	0.000554	22.7
41	-1.006867	0.000000	0.159965	0.000550	22.9
42	-1.006613	0.000000	0.159965	0.000355	22.6
43	-1.006307	0.000000	0.159965	0.000511	22.8
44	-1.006787	0.800093	0.156404	0.000406	22.8
45	-1.006593	0.000134	0.159964	0.000681	22.8
46	-1.007016	0.000000	0.159965	0.000404	22.6
47	-1.007195	0.000000	0.159965	0.000573	22.6
48	-1.006485	0.000000	0.159965	0.000351	22.6
49	-1.006978	0.000000	0.159965	0.000359	23.0
50	-1.007011	0.000000	0.159965	0.000632	22.8
51	-1.006355	0.000000	0.159965	0.000430	22.8
52	-1.006522	0.000000	0.159965	0.000569	23.1
53	-1.006771	0.000000	0.159965	0.000528	23.2
54	-1.006864	0.000000	0.159965	0.000814	23.5
55	-1.006778	0.000000	0.159965	0.000335	23.1
56	-1.006783	0.000000	0.159965	0.000866	23.2
57	-1.006571	0.000000	0.159965	0.000506	22.6
58	-1.006712	0.000000	0.159965	0.000503	22.6
59	-1.006519	0.000000	0.159965	0.000535	22.6
60	-1.006592	0.000000	0.159965	0.000460	22.7
61	-1.006628	0.000000	0.159965	0.000653	22.7
62	-1.006909	0.000000	0.159965	0.000666	22.6
63	-1.006474	0.000000	0.159965	0.000423	23.0
64	-1.006900	0.000000	0.159965	0.000631	22.9
65	-1.006367	0.000000	0.159965	0.000531	22.8
66	-1.006580	0.000000	0.159965	0.000708	22.6
67	-1.007053	0.000000	0.159965	0.000511	22.7
68	-1.006595	0.000000	0.159965	0.000570	22.9
69	-1.006846	0.997971	0.155556	0.000554	23.3
70	-1.006740	0.210236	0.159008	0.000547	23.4
71	-1.006989	0.000000	0.159965	0.000474	22.9
72	-1.006796	0.000000	0.159965	0.000665	23.0
73	-1.006836	0.000000	0.159965	0.000528	22.7
74	-1.006501	0.000000	0.159965	0.000516	23.0
75	-1.007296	0.000000	0.159965	0.000679	22.6
76	-1.006983	0.000000	0.159965	0.000528	22.8
77	-1.006624	0.000000	0.159965	0.000572	22.8
78	-1.006540	0.000000	0.159965	0.000436	22.7
79	-1.006658	0.000000	0.159965	0.000602	22.9
80	-1.006795	0.000000	0.159965	0.000343	22.8
81	-1.006418	0.000000	0.159965	0.000404	23.1
82	-1.006638	0.000000	0.159965	0.000550	23.3
83	-1.006482	0.000000	0.159965	0.000499	23.2
84	-1.006763	0.000000	0.159965	0.000272	23.3
85	-1.006905	0.000000	0.159965	0.000453	23.1
86	-1.006238	0.000000	0.159965	0.000445	23.1
87	-1.006694	0.000000	0.159965	0.000501	23.1
88	-1.006867	0.000000	0.159965	0.000403	23.2
89	-1.006217	0.000000	0.159965	0.000490	23.1
90	-1.006717	0.000000	0.159965	0.000396	22.7
91	-1.006561	0.000000	0.159965	0.000646	22.9
92	-1.006577	0.000000	0.159965	0.000331	22.8
93	-1.006694	0.000000	0.159965	0.000670	22.6
94	-1.006790	0.000000	0.159965	0.000437	23.3
95	-1.006462	0.000000	0.159965	0.000626	22.9
96	-1.006621	0.314888	0.158538	0.000406	23.2
97	-1.006530	0.000000	0.159965	0.000703	23.2
98	-1.006616	0.000000	0.159965	0.000738	23.0
99	-1.006609	0.000000	0.159965	0.000534	22.7
100	-1.006518	0.000000	0.159965	0.000512	22.6
101	-1.006401	0.000000	0.159965	0.000528	22.6
102	-1.006835	0.000000	0.159965	0.000680	22.6
103	-1.006576	0.000000	0.159965	0.000566	22.7
104	-1.006879	0.000000	0.159965	0.000581	22.6
105	-1.006527	0.000000	0.159965	0.000533	22.7
106	-1.006662	0.000000	0.159965	0.000534	22.7
107	-1.006485	0.000000	0.159965	0.000508	22.6
108	-1.006562	0.000000	0.159965	0.000588	22.6
109	-1.006932	0.000000	0.159965	0.000791	22.7
110	-1.006775	0.000000	0.159965	0.000713	22.6
111	-1.006790	0.000000	0.159965	0.000415	22.6
112	-1.006465	0.000000	0.159965	0.000497	22.8
113	-1.007059	0.000000	0.159965	0.000448	22.7
114	-1.006466	0.000000	0.159965	0.000410	22.6
115	-1.006728	0.000000	0.159965	0.000284	22.7
116	-1.006570	0.000000	0.159965	0.000513	23.1
117	-1.007020	0.000000	0.159965	0.000621	22.8
118	-1.006626	0.000000	0.159965	0.000764	22.6
119	-1.006512	0.000000	0.159965	0.000424	22.8
120	-1.006705	0.000000	0.159965	0.000646	22.7
121	-1.007076	0.000000	0.159965	0.000824	22.8
122	-1.006592	0.000000	0.159965	0.000674	22.9
123	-1.006615	0.000000	0.159965	0.000536	22.8
124	-1.006337	0.000000	0.159965	0.000466	23.1
125	-1.006536	0.000000	0.159965	0.000711	22.6
126	-1.006605	0.000000	0.159965	0.000403	22.7
127	-1.006573	0.000000	0.159965	0.000866	22.6
128	-1.007025	0.000000	0.159965	0.000371	22.7
129	-1.006870	0.000000	0.159965	0.000459	22.6
130	-1.006712	0.000000	0.159965	0.000416	22.7
131	-1.006796	0.000000	0.159965	0.000587	23.1
132	-1.006880	0.000000	0.159965	0.000494	22.7
133	-1.006591	0.000000	0.159965	0.000731	22.9
134	-1.006924	0.000000	0.159965	0.000443	22.6
135	-1.006995	0.000000	0.159965	0.000767	22.6
136	-1.006753	0.000000	0.159965	0.000578	23.1
137	-1.006803	0.000000	0.159965	0.000264	22.6
138	-1.006757	0.000000	0.159965	0.000595	22.6
139	-1.006140	0.000000	0.159965	0.000671	22.7
140	-1.006637	0.000000	0.159965	0.000391	22.7
141	-1.006743	0.000000	0.159965	0.000664	22.7
142	-1.006541	0.000000	0.159965	0.000490	22.6
143	-1.006479	0.000000	0.159965	0.000461	22.6
144	-1.006543	0.000000	0.159965	0.000366	23.1
145	-1.006931	0.000000	0.159965	0.000494	23.0
146	-1.006469	0.000000	0.159965	0.000709	23.1
147	-1.006927	0.000000	0.159965	0.000442	23.0
148	-1.007126	0.000000	0.159965	0.000534	22.5
149	-1.007002	0.000000	0.159965	0.000720	22.6
150	-1.006397	0.000000	0.159965	0.000331	22.7
151	-1.006431	0.000000	0.159965	0.000648	22.6
152	-1.006555	0.000000	0.159965	0.000433	22.7
153	-1.006671	0.000000	0.159965	0.000320	23.0
154	-1.006686	0.000000	0.159965	0.000688	22.7
