1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-1.027757	0.000000	0.159965	0.002155	564.6
1	-1.027489	0.000000	0.159965	0.001864	22.0
2	-1.027805	0.000000	0.159965	0.003432	21.6
3	-1.025999	0.000000	0.159965	0.001773	21.6
4	-1.027142	0.000000	0.159965	0.001705	21.9
5	-1.025986	0.000000	0.159965	0.003490	21.5
6	-1.027100	0.000000	0.159965	0.002625	21.5
7	-1.027160	0.000000	0.159965	0.002370	21.7
8	-1.028233	0.000000	0.159965	0.001927	21.5
9	-1.026800	0.000000	0.159965	0.003664	21.6
10	-1.026871	0.000000	0.159965	0.002669	21.4
11	-1.026601	0.000000	0.159965	0.002556	21.4
12	-1.026624	0.000000	0.159965	0.002871	21.4
13	-1.026359	0.000000	0.159965	0.003861	21.4
14	-1.027749	0.000000	0.159965	0.001902	21.5
15	-1.027865	0.000000	0.159965	0.002448	21.5
16	-1.025454	0.000000	0.159965	0.002819	21.7
17	-1.026945	0.000000	0.159965	0.002036	21.5
18	-1.027592	0.000000	0.159965	0.002911	21.4
19	-1.026381	0.000000	0.159965	0.002314	21.6
20	-1.026979	0.000000	0.159965	0.002340	21.6
21	-1.027504	0.000000	0.159965	0.003682	21.4
22	-1.027015	0.000000	0.159965	0.002468	21.8
23	-1.027788	0.000000	0.159965	0.002383	21.6
24	-1.027410	0.000000	0.159965	0.002031	21.5
25	-1.027755	0.000000	0.159965	0.003577	21.3
26	-1.026304	0.000000	0.159965	0.002740	21.5
27	-1.026972	0.000000	0.159965	0.002991	21.6
28	-1.026769	0.000000	0.159965	0.002248	21.5
29	-1.027008	0.000000	0.159965	0.001293	21.5
30	-1.027034	0.000000	0.159965	0.002125	21.5
31	-1.027283	0.000000	0.159965	0.002721	21.3
32	-1.028171	0.000000	0.159965	0.003355	21.3
33	-1.026720	0.000000	0.159965	0.002348	21.5
34	-1.026576	0.000000	0.159965	0.001882	21.4
35	-1.027421	0.000000	0.159965	0.002832	21.4
36	-1.026362	0.000000	0.159965	0.002224	21.3
37	-1.026690	0.000000	0.159965	0.002501	21.2
38	-1.027807	0.000000	0.159965	0.002747	21.5
39	-1.025979	0.000000	0.159965	0.002453	21.4
40	-1.027071	0.000000	0.159965	0.002875	21.5
41	-1.027285	0.000000	0.159965	0.002702	21.4
42	-1.027318	0.000000	0.159965	0.003286	21.4
43	-1.026027	0.000000	0.159965	0.003022	21.4
44	-1.026951	0.000000	0.159965	0.002550	21.5
45	-1.026807	0.000000	0.159965	0.002510	21.5
46	-1.026713	0.000000	0.159965	0.002659	21.4
47	-1.027475	0.000000	0.159965	0.002457	21.5
48	-1.027069	0.000000	0.159965	0.002495	21.3
49	-1.027192	0.000000	0.159965	0.003191	21.4
50	-1.027190	0.000000	0.159965	0.002534	21.5
51	-1.026877	0.000000	0.159965	0.002052	21.4
52	-1.027537	0.000000	0.159965	0.003138	21.7
53	-1.027721	0.000000	0.159965	0.002826	21.5
54	-1.027311	0.000000	0.159965	0.003998	21.4
55	-1.026983	0.000000	0.159965	0.002914	21.5
56	-1.027293	0.000000	0.159965	0.002371	21.3
57	-1.026583	0.000000	0.159965	0.001914	21.5
