1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.039048	0.000000	0.159965	0.003794	68.6
1	-0.037422	0.000000	0.159965	0.005943	5.0
2	-0.036564	0.000000	0.159965	0.002937	5.4
3	-0.036006	0.000000	0.159965	0.005897	5.4
4	-0.037735	0.000000	0.159965	0.003280	5.8
5	-0.038434	0.000000	0.159965	0.004152	5.3
6	-0.039357	0.000000	0.159965	0.003216	4.6
7	-0.039506	0.000000	0.159965	0.003023	4.1
8	-0.038860	0.000000	0.159965	0.002645	3.7
9	-0.034092	0.000000	0.159965	0.003413	3.6
10	-0.036694	0.000000	0.159965	0.004011	3.7
11	-0.038966	0.000000	0.159965	0.003114	3.8
12	-0.036006	0.000000	0.159965	0.002967	3.7
13	-0.038306	0.000000	0.159965	0.004894	3.9
14	-0.039137	0.000000	0.159965	0.004525	3.8
15	-0.036616	0.000000	0.159965	0.004411	4.6
16	-0.040623	0.000000	0.159965	0.005852	3.9
17	-0.041248	0.000000	0.159965	0.005028	3.6
18	-0.034611	0.000000	0.159965	0.004197	3.8
19	-0.044541	0.000000	0.159965	0.004489	3.9
20	-0.036955	0.000000	0.159965	0.002916	4.2
21	-0.036355	0.000000	0.159965	0.003442	4.2
22	-0.038114	0.000000	0.159965	0.004071	4.9
23	-0.038746	0.000000	0.159965	0.005597	4.5
24	-0.036605	0.000000	0.159965	0.004129	4.4
25	-0.039197	0.000000	0.159965	0.003822	4.2
26	-0.037839	0.000000	0.159965	0.002984	4.3
27	-0.033751	0.000000	0.159965	0.003555	4.5
28	-0.035488	0.000000	0.159965	0.004633	3.8
29	-0.039866	0.000000	0.159965	0.004208	3.8
30	-0.039354	0.000000	0.159965	0.004114	3.9
31	-0.036139	0.000000	0.159965	0.001956	4.7
32	-0.034966	0.000000	0.159965	0.003913	4.0
33	-0.037756	0.000000	0.159965	0.002820	4.0
34	-0.036030	0.000000	0.159965	0.005896	5.1
35	-0.037967	0.000000	0.159965	0.004754	4.2
36	-0.037144	0.000000	0.159965	0.003889	4.3
37	-0.038743	0.000000	0.159965	0.004596	4.8
38	-0.040510	0.000000	0.159965	0.002693	4.8
39	-0.035108	0.000000	0.159965	0.003016	4.8
40	-0.040444	0.000000	0.159965	0.004504	4.0
41	-0.037490	0.000000	0.159965	0.003801	4.4
42	-0.039862	0.000000	0.159965	0.003996	4.9
43	-0.038579	0.000000	0.159965	0.002846	5.4
44	-0.041926	0.000000	0.159965	0.006205	5.1
45	-0.036635	0.000000	0.159965	0.005193	5.2
46	-0.037475	0.000000	0.159965	0.003459	5.0
47	-0.033059	0.000000	0.159965	0.006739	4.8
48	-0.035618	0.000000	0.159965	0.004129	4.1
49	-0.037950	0.000000	0.159965	0.007387	4.8
50	-0.038757	0.000000	0.159965	0.004150	4.4
51	-0.041753	0.000000	0.159965	0.003423	4.1
52	-0.035465	0.000000	0.159965	0.001653	4.9
53	-0.040236	0.000000	0.159965	0.003940	5.0
54	-0.034854	0.000000	0.159965	0.003094	4.5
55	-0.039629	0.000000	0.159965	0.004314	6.1
56	-0.038436	0.000000	0.159965	0.003543	5.5
57	-0.035015	0.000000	0.159965	0.005707	5.3
58	-0.036317	0.000000	0.159965	0.003302	5.3
59	-0.038691	0.000000	0.159965	0.005120	5.1
60	-0.041540	0.000000	0.159965	0.003934	5.1
61	-0.040545	0.000000	0.159965	0.002815	4.2
62	-0.043489	0.000000	0.159965	0.006124	4.1
63	-0.038911	0.000000	0.159965	0.005746	4.7
64	-0.036801	0.000000	0.159965	0.004452	4.4
65	-0.037648	0.000000	0.159965	0.003442	4.5
66	-0.037273	0.000000	0.159965	0.004571	4.9
67	-0.037630	0.000000	0.159965	0.004284	4.9
68	-0.034774	0.000000	0.159965	0.005480	4.8
69	-0.039141	0.000000	0.159965	0.004720	4.4
70	-0.037394	0.000000	0.159965	0.004391	4.3
71	-0.039112	0.000000	0.159965	0.007137	4.2
72	-0.037373	0.000000	0.159965	0.004054	4.2
73	-0.036080	0.000000	0.159965	0.005191	4.4
