1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-1.020969	0.000000	0.159965	0.001469	98.8
1	-1.021264	0.000000	0.159965	0.002363	27.6
2	-1.020168	0.000000	0.159965	0.002011	27.2
3	-1.020481	0.000000	0.159965	0.001931	26.7
4	-1.020493	0.000000	0.159965	0.002213	28.1
5	-1.020579	0.000000	0.159965	0.001979	27.7
6	-1.021198	0.000000	0.159965	0.001891	26.6
7	-1.020417	0.000000	0.159965	0.001779	26.3
8	-1.021012	0.000000	0.159965	0.002042	25.9
9	-1.020466	0.000000	0.159965	0.001751	24.6
10	-1.020198	0.000000	0.159965	0.001920	23.8
11	-1.019299	0.000000	0.159965	0.002273	24.0
12	-1.020399	0.000000	0.159965	0.001924	24.6
13	-1.020814	0.000000	0.159965	0.001684	24.7
14	-1.020286	0.000000	0.159965	0.001759	24.2
15	-1.021369	0.000000	0.159965	0.002073	23.9
16	-1.020681	0.000000	0.159965	0.001878	23.7
17	-1.020353	0.000000	0.159965	0.001695	24.1
18	-1.020571	0.000000	0.159965	0.001854	23.7
19	-1.020100	0.000000	0.159965	0.001787	24.1
20	-1.020736	0.000000	0.159965	0.002091	23.6
21	-1.021103	0.000000	0.159965	0.001639	23.7
22	-1.021773	0.000000	0.159965	0.002346	24.4
23	-1.019491	0.000000	0.159965	0.001974	24.2
24	-1.021088	0.000000	0.159965	0.001805	24.2
25	-1.020492	0.000000	0.159965	0.001996	24.5
26	-1.020457	0.000000	0.159965	0.001887	24.0
27	-1.020702	0.000000	0.159965	0.002037	23.8
28	-1.019526	0.000000	0.159965	0.001477	23.9
29	-1.020320	0.000000	0.159965	0.001918	25.3
30	-1.020441	0.000000	0.159965	0.002260	24.7
31	-1.020199	0.000000	0.159965	0.001994	23.9
32	-1.020457	0.000000	0.159965	0.001343	24.0
33	-1.021050	0.000000	0.159965	0.002375	24.3
34	-1.021171	0.000000	0.159965	0.002096	23.8
35	-1.021096	0.000000	0.159965	0.002114	23.5
36	-1.020180	0.000000	0.159965	0.001982	23.7
37	-1.019501	0.000000	0.159965	0.001838	23.6
38	-1.020831	0.000000	0.159965	0.001967	23.6
39	-1.020816	0.000000	0.159965	0.001863	23.6
40	-1.020783	0.000000	0.159965	0.001936	23.3
41	-1.020841	0.000000	0.159965	0.001863	23.2
42	-1.020253	0.000000	0.159965	0.001561	24.0
43	-1.021755	0.000000	0.159965	0.002405	24.8
44	-1.020312	0.000000	0.159965	0.002031	24.6
45	-1.019183	0.000000	0.159965	0.001631	24.4
46	-1.019514	0.000000	0.159965	0.001938	24.1
47	-1.020035	0.000000	0.159965	0.001855	24.0
48	-1.020639	0.000000	0.159965	0.001968	23.8
49	-1.020924	0.000000	0.159965	0.001699	24.2
50	-1.019850	0.000000	0.159965	0.002282	23.9
51	-1.020828	0.000000	0.159965	0.001959	23.8
52	-1.019606	0.000000	0.159965	0.001575	23.6
53	-1.020244	0.000000	0.159965	0.001607	23.7
54	-1.020835	0.000000	0.159965	0.002049	25.4
55	-1.020650	0.000000	0.159965	0.001833	24.5
56	-1.021253	0.000000	0.159965	0.002153	23.9
57	-1.019331	0.000000	0.159965	0.001754	23.8
58	-1.021058	0.000000	0.159965	0.002051	23.8
59	-1.021302	0.000000	0.159965	0.002361	23.9
60	-1.020473	0.000000	0.159965	0.001888	23.5
61	-1.020933	0.000000	0.159965	0.002077	23.9
62	-1.020347	0.000000	0.159965	0.002016	23.7
63	-1.020803	0.000000	0.159965	0.001935	24.0
64	-1.020061	0.000000	0.159965	0.001715	24.8
65	-1.019865	0.000000	0.159965	0.001916	24.5
66	-1.020227	0.000000	0.159965	0.002305	24.3
67	-1.020025	0.000000	0.159965	0.001527	24.2
68	-1.020678	0.000000	0.159965	0.001810	23.9
69	-1.021656	0.000000	0.159965	0.002125	23.5
70	-1.020368	0.000000	0.159965	0.001421	23.5
71	-1.020860	0.000000	0.159965	0.001811	23.7
72	-1.019727	0.000000	0.159965	0.001612	23.5
73	-1.020229	0.000000	0.159965	0.001827	23.6
74	-1.020135	0.000000	0.159965	0.001817	23.5
75	-1.020163	0.000000	0.159965	0.002034	24.5
76	-1.021124	0.000000	0.159965	0.001901	23.8
77	-1.021022	0.000000	0.159965	0.001679	23.9
78	-1.020657	0.000000	0.159965	0.001802	24.2
79	-1.020040	0.000000	0.159965	0.001758	25.2
80	-1.020143	0.000000	0.159965	0.002072	24.6
81	-1.020752	0.000000	0.159965	0.001677	23.8
82	-1.020638	0.000000	0.159965	0.001475	23.7
83	-1.020380	0.000000	0.159965	0.002043	24.2
84	-1.021806	0.000000	0.159965	0.001911	24.3
85	-1.020838	0.000000	0.159965	0.001906	24.4
86	-1.021024	0.000000	0.159965	0.001632	24.5
87	-1.020842	0.000000	0.159965	0.001950	24.2
88	-1.020702	0.000000	0.159965	0.002030	23.9
89	-1.020618	0.000000	0.159965	0.001769	24.0
90	-1.019804	0.000000	0.159965	0.001799	23.7
91	-1.021569	0.000000	0.159965	0.001810	23.7
92	-1.020209	0.000000	0.159965	0.002210	23.8
93	-1.020722	0.000000	0.159965	0.001796	23.5
94	-1.020375	0.000000	0.159965	0.001890	23.6
95	-1.021534	0.000000	0.159965	0.002172	23.5
96	-1.019952	0.000000	0.159965	0.001573	24.4
97	-1.021133	0.000000	0.159965	0.001552	24.1
98	-1.019813	0.000000	0.159965	0.001848	23.6
99	-1.020338	0.000000	0.159965	0.002008	23.7
100	-1.020800	0.000000	0.159965	0.002172	23.8
101	-1.020718	0.000000	0.159965	0.001752	23.6
102	-1.020533	0.000000	0.159965	0.001863	23.6
103	-1.021137	0.000000	0.159965	0.001733	24.1
104	-1.020689	0.000000	0.159965	0.001936	25.4
105	-1.021179	0.000000	0.159965	0.001978	24.3
106	-1.020410	0.000000	0.159965	0.001838	24.3
107	-1.021502	0.000000	0.159965	0.001886	24.3
108	-1.019677	0.000000	0.159965	0.002167	23.9
109	-1.019763	0.000000	0.159965	0.002213	23.6
110	-1.020022	0.000000	0.159965	0.002270	23.2
111	-1.019288	0.000000	0.159965	0.001774	23.7
112	-1.020654	0.000000	0.159965	0.002407	23.8
113	-1.019812	0.000000	0.159965	0.001762	23.3
