1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.054031	0.000000	0.159965	0.004491	573.3
1	-0.054730	0.000000	0.159965	0.004124	3.3
2	-0.054759	0.000000	0.159965	0.006822	3.2
3	-0.050820	0.000000	0.159965	0.006669	3.3
4	-0.050461	0.000000	0.159965	0.004824	3.2
5	-0.056469	0.000000	0.159965	0.003258	3.3
6	-0.053468	0.000000	0.159965	0.004181	3.5
7	-0.053393	1.000000	0.155547	0.003740	3.6
8	-0.054046	0.200000	0.159054	0.007742	3.4
9	-0.054241	0.000000	0.159965	0.009975	3.9
10	-0.055253	1.000000	0.155547	0.009526	3.9
11	-0.054758	0.200000	0.159054	0.005305	3.8
12	-0.053760	0.000000	0.159965	0.005978	4.0
13	-0.054179	0.000000	0.159965	0.006711	4.0
14	-0.054855	0.000000	0.159965	0.003432	4.1
15	-0.053849	0.000000	0.159965	0.004298	4.0
16	-0.053262	1.000000	0.155547	0.008974	4.0
17	-0.053807	2.000000	0.151440	0.005186	4.0
18	-0.054425	1.200000	0.154702	0.012069	4.1
19	-0.053753	0.400000	0.158158	0.007783	4.1
20	-0.055749	0.000000	0.159965	0.008001	4.2
21	-0.053048	0.000000	0.159965	0.007595	5.3
22	-0.053045	0.000000	0.159965	0.010360	4.3
23	-0.053534	0.000000	0.159965	0.007269	4.3
24	-0.056130	0.000000	0.159965	0.007068	4.2
25	-0.054614	0.000000	0.159965	0.007836	5.5
26	-0.054720	0.000000	0.159965	0.009025	4.4
27	-0.057942	0.000000	0.159965	0.007621	4.3
28	-0.053403	1.000000	0.155547	0.003522	4.2
29	-0.053741	2.000000	0.151440	0.008158	4.4
30	-0.053163	1.200000	0.154702	0.007411	5.7
31	-0.053747	0.400000	0.158158	0.008683	5.6
32	-0.054511	0.000000	0.159965	0.006071	5.7
33	-0.058360	0.000000	0.159965	0.006263	5.8
34	-0.052107	0.000000	0.159965	0.002366	5.7
35	-0.052552	0.000000	0.159965	0.014762	5.7
36	-0.054174	1.000000	0.155547	0.010868	5.2
37	-0.055740	0.200000	0.159054	0.008050	5.7
38	-0.054332	0.000000	0.159965	0.006385	5.7
39	-0.053455	0.000000	0.159965	0.009122	5.9
40	-0.055199	0.000000	0.159965	0.008953	5.1
