1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-1.015259	0.000000	0.159965	0.001274	87.6
1	-1.015244	0.000000	0.159965	0.001106	32.8
2	-1.016442	0.000000	0.159965	0.001480	33.2
3	-1.015516	0.000000	0.159965	0.001107	32.6
4	-1.015700	0.000000	0.159965	0.001488	32.2
5	-1.015330	0.000000	0.159965	0.001108	32.9
6	-1.015296	0.000000	0.159965	0.001220	32.2
7	-1.015528	0.000000	0.159965	0.001383	32.1
8	-1.015685	0.000000	0.159965	0.001230	32.1
9	-1.015662	0.000000	0.159965	0.001420	31.9
10	-1.015541	0.000000	0.159965	0.001253	31.2
11	-1.015898	0.000000	0.159965	0.001104	30.7
12	-1.016094	0.000000	0.159965	0.001482	30.4
13	-1.015177	0.000000	0.159965	0.001380	30.5
14	-1.016191	0.000000	0.159965	0.001488	30.1
15	-1.015958	0.000000	0.159965	0.001363	30.0
16	-1.015707	0.000000	0.159965	0.001487	30.2
17	-1.015334	0.000000	0.159965	0.001144	30.5
18	-1.015552	0.000000	0.159965	0.001605	30.3
19	-1.016613	0.000000	0.159965	0.001368	29.9
20	-1.015901	0.000000	0.159965	0.001468	30.0
21	-1.015499	0.000000	0.159965	0.001772	30.4
22	-1.016185	0.000000	0.159965	0.001394	30.1
23	-1.014917	0.000000	0.159965	0.001482	30.2
24	-1.015702	0.000000	0.159965	0.001181	30.1
25	-1.015512	0.000000	0.159965	0.001360	30.0
26	-1.015558	0.000000	0.159965	0.001355	30.5
27	-1.015964	0.000000	0.159965	0.001261	30.2
28	-1.015401	0.000000	0.159965	0.001236	29.9
29	-1.016321	0.000000	0.159965	0.001285	30.4
30	-1.015734	0.000000	0.159965	0.001305	30.6
31	-1.015722	0.000000	0.159965	0.000933	30.6
32	-1.016050	0.000000	0.159965	0.001250	30.7
33	-1.015622	0.000000	0.159965	0.001402	30.5
34	-1.015184	0.000000	0.159965	0.001470	30.7
35	-1.015820	0.000000	0.159965	0.001243	31.2
36	-1.016209	0.000000	0.159965	0.001553	30.9
37	-1.015988	0.000000	0.159965	0.001285	30.9
38	-1.015460	0.000000	0.159965	0.001355	30.6
39	-1.014919	0.000000	0.159965	0.001398	30.1
40	-1.016178	0.000000	0.159965	0.001373	30.1
41	-1.015487	0.000000	0.159965	0.001460	30.0
42	-1.016140	0.000000	0.159965	0.000996	30.0
43	-1.015420	0.000000	0.159965	0.001180	30.1
44	-1.015457	0.000000	0.159965	0.001259	30.4
45	-1.015148	0.000000	0.159965	0.001135	30.1
46	-1.015347	0.000000	0.159965	0.001011	30.4
47	-1.015429	0.000000	0.159965	0.001240	30.4
48	-1.015807	0.000000	0.159965	0.000968	30.0
49	-1.016145	0.000000	0.159965	0.001339	29.9
50	-1.015743	0.000000	0.159965	0.001322	30.0
51	-1.015470	0.000000	0.159965	0.000987	30.2
52	-1.016037	0.000000	0.159965	0.001690	29.9
53	-1.015324	0.000000	0.159965	0.001258	30.0
54	-1.015491	0.000000	0.159965	0.001502	29.9
55	-1.015761	0.000000	0.159965	0.001278	30.3
56	-1.015740	0.000000	0.159965	0.001314	30.3
57	-1.015923	0.000000	0.159965	0.001114	30.1
58	-1.015454	0.000000	0.159965	0.001164	29.9
59	-1.015626	0.000000	0.159965	0.001559	30.0
60	-1.015692	0.000000	0.159965	0.001231	30.0
61	-1.016654	0.000000	0.159965	0.001290	30.0
62	-1.015333	0.000000	0.159965	0.000997	29.9
63	-1.015831	0.000000	0.159965	0.001150	30.3
64	-1.015455	0.000000	0.159965	0.001246	30.7
65	-1.015145	0.000000	0.159965	0.001214	30.1
66	-1.015539	0.000000	0.159965	0.001645	30.2
67	-1.015493	0.000000	0.159965	0.001379	30.3
68	-1.015634	0.000000	0.159965	0.001337	30.3
69	-1.015958	0.000000	0.159965	0.001394	30.2
70	-1.015750	0.000000	0.159965	0.001408	30.5
71	-1.015676	0.000000	0.159965	0.001435	30.5
72	-1.015581	0.000000	0.159965	0.001259	30.5
73	-1.015510	0.000000	0.159965	0.001562	30.4
74	-1.015733	0.000000	0.159965	0.001592	30.1
75	-1.015628	0.000000	0.159965	0.001515	30.0
76	-1.015846	0.000000	0.159965	0.001422	30.0
77	-1.015621	0.000000	0.159965	0.001409	30.1
78	-1.015955	0.000000	0.159965	0.001376	30.0
79	-1.015288	0.000000	0.159965	0.001261	30.2
80	-1.016123	0.000000	0.159965	0.001286	30.5
81	-1.015506	0.000000	0.159965	0.001411	30.4
82	-1.015793	0.000000	0.159965	0.001203	30.1
83	-1.015509	0.000000	0.159965	0.001166	30.1
84	-1.015781	0.000000	0.159965	0.001244	30.2
85	-1.014867	0.000000	0.159965	0.001462	29.9
86	-1.015727	0.000000	0.159965	0.001312	29.8
87	-1.015965	0.000000	0.159965	0.001500	29.9
88	-1.016078	0.000000	0.159965	0.001649	29.9
89	-1.015867	0.000000	0.159965	0.001055	30.5
90	-1.015547	0.000000	0.159965	0.001100	30.2
91	-1.016530	0.000000	0.159965	0.001609	30.0
92	-1.016055	0.000000	0.159965	0.001433	30.0
93	-1.015902	0.000000	0.159965	0.001163	29.9
94	-1.015554	0.000000	0.159965	0.001305	30.0
95	-1.015624	0.000000	0.159965	0.001195	30.0
96	-1.015574	0.000000	0.159965	0.001383	30.0
97	-1.015514	0.000000	0.159965	0.001237	30.8
98	-1.016029	0.000000	0.159965	0.001415	30.5
99	-1.015449	0.000000	0.159965	0.001214	30.3
100	-1.015275	0.000000	0.159965	0.001020	30.4
101	-1.015840	0.000000	0.159965	0.001394	30.2
102	-1.015581	0.000000	0.159965	0.001250	30.2
103	-1.015314	0.000000	0.159965	0.001352	29.9
104	-1.015073	0.000000	0.159965	0.001253	30.0
105	-1.015645	0.000000	0.159965	0.001271	30.1
106	-1.015634	0.000000	0.159965	0.001398	30.5
107	-1.015404	0.000000	0.159965	0.001380	30.2
108	-1.016152	0.000000	0.159965	0.001357	30.2
109	-1.015906	0.000000	0.159965	0.001001	30.2
110	-1.015501	0.000000	0.159965	0.001216	30.1
111	-1.015922	0.000000	0.159965	0.001303	29.9
112	-1.015726	0.000000	0.159965	0.001185	30.2
113	-1.015654	0.000000	0.159965	0.001233	29.9
114	-1.015574	0.000000	0.159965	0.001331	30.3
115	-1.015662	0.000000	0.159965	0.001312	30.6
116	-1.016024	0.000000	0.159965	0.001374	30.2
117	-1.015683	0.000000	0.159965	0.000954	30.2
118	-1.015940	0.000000	0.159965	0.001274	30.1
119	-1.016102	0.000000	0.159965	0.001314	30.0
120	-1.015822	0.000000	0.159965	0.001181	29.9
121	-1.016414	0.000000	0.159965	0.001545	29.8
122	-1.015398	0.000000	0.159965	0.001324	30.1
123	-1.015595	0.000000	0.159965	0.001304	30.4
124	-1.015723	0.000000	0.159965	0.001351	30.3
125	-1.015442	0.000000	0.159965	0.000914	29.9
126	-1.015272	0.000000	0.159965	0.001664	30.0
127	-1.015585	0.000000	0.159965	0.001171	29.8
128	-1.015900	0.000000	0.159965	0.001472	29.9
129	-1.015781	0.000000	0.159965	0.001084	30.0
130	-1.015484	0.000000	0.159965	0.001295	30.0
131	-1.015507	0.000000	0.159965	0.001599	30.4
