1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-1.039098	0.000000	0.159965	0.003681	569.1
1	-1.039860	0.000000	0.159965	0.003206	19.6
2	-1.040620	0.000000	0.159965	0.004217	26.0
3	-1.041293	0.000000	0.159965	0.003524	20.1
4	-1.038981	0.000000	0.159965	0.002968	19.0
5	-1.039943	0.000000	0.159965	0.002963	19.1
6	-1.039439	0.000000	0.159965	0.004756	19.0
7	-1.037526	0.000000	0.159965	0.003834	19.0
8	-1.038002	0.000000	0.159965	0.002687	18.9
9	-1.039411	0.000000	0.159965	0.004042	19.0
10	-1.039167	0.000000	0.159965	0.003699	19.0
11	-1.038932	0.000000	0.159965	0.004223	18.9
12	-1.040311	0.000000	0.159965	0.004206	19.0
13	-1.039827	0.000000	0.159965	0.003521	19.0
14	-1.039389	0.000000	0.159965	0.003701	19.2
15	-1.038317	0.000000	0.159965	0.003750	18.9
16	-1.039131	0.000000	0.159965	0.003006	18.9
17	-1.037882	0.000000	0.159965	0.003466	18.9
18	-1.040088	0.000000	0.159965	0.003456	19.0
19	-1.039562	0.000000	0.159965	0.002341	18.8
20	-1.040415	0.000000	0.159965	0.002890	19.1
21	-1.041390	0.000000	0.159965	0.003072	19.0
22	-1.042517	0.000000	0.159965	0.004549	19.0
23	-1.039611	0.000000	0.159965	0.002975	18.9
24	-1.039436	0.000000	0.159965	0.004789	18.9
25	-1.042637	0.000000	0.159965	0.003469	18.8
26	-1.040112	0.000000	0.159965	0.004393	19.0
27	-1.041326	0.000000	0.159965	0.001820	19.0
28	-1.039529	0.000000	0.159965	0.002345	18.9
29	-1.039960	0.000000	0.159965	0.003860	18.8
30	-1.039674	0.000000	0.159965	0.003616	19.0
31	-1.040539	0.000000	0.159965	0.003266	18.9
32	-1.038525	0.000000	0.159965	0.003892	19.3
33	-1.039006	0.000000	0.159965	0.003235	19.1
34	-1.038343	0.000000	0.159965	0.003302	18.9
35	-1.039504	0.000000	0.159965	0.003422	19.0
36	-1.040623	0.000000	0.159965	0.004210	19.0
37	-1.038400	0.000000	0.159965	0.002438	19.1
38	-1.039009	0.000000	0.159965	0.003218	18.9
39	-1.037434	0.000000	0.159965	0.003394	18.9
40	-1.038646	0.000000	0.159965	0.003135	19.0
41	-1.039269	0.000000	0.159965	0.003868	18.8
42	-1.040763	0.000000	0.159965	0.003199	18.9
43	-1.039734	0.000000	0.159965	0.002686	18.9
44	-1.038687	0.000000	0.159965	0.002085	19.0
45	-1.040371	0.000000	0.159965	0.002337	18.9
46	-1.040789	0.000000	0.159965	0.004197	18.9
47	-1.037981	0.000000	0.159965	0.003900	18.8
48	-1.041358	0.000000	0.159965	0.003586	19.0
49	-1.039608	0.000000	0.159965	0.002544	18.9
50	-1.039941	0.000000	0.159965	0.003071	18.9
51	-1.037332	0.000000	0.159965	0.004687	18.8
52	-1.040065	0.000000	0.159965	0.004213	18.8
53	-1.041920	0.000000	0.159965	0.004374	19.0
54	-1.038961	0.000000	0.159965	0.003502	18.9
55	-1.038510	0.000000	0.159965	0.002536	18.9
56	-1.040146	0.000000	0.159965	0.002790	18.9
57	-1.039393	0.000000	0.159965	0.003677	19.0
58	-1.040551	0.000000	0.159965	0.003319	19.1
59	-1.042330	0.000000	0.159965	0.004723	19.1
60	-1.038128	0.000000	0.159965	0.004587	19.1
61	-1.042242	0.000000	0.159965	0.002478	18.9
62	-1.041115	0.000000	0.159965	0.003377	18.8
63	-1.040774	0.000000	0.159965	0.002561	18.8
64	-1.038883	0.000000	0.159965	0.004321	18.8
65	-1.039238	0.000000	0.159965	0.002998	18.8
66	-1.039547	0.000000	0.159965	0.004999	19.0
67	-1.038572	0.000000	0.159965	0.003396	18.8
68	-1.041850	0.000000	0.159965	0.002764	18.8
69	-1.040312	0.000000	0.159965	0.004546	19.1
70	-1.036881	0.000000	0.159965	0.003660	18.8
71	-1.040240	0.000000	0.159965	0.002784	18.7
72	-1.037779	0.000000	0.159965	0.003983	18.8
73	-1.038317	0.000000	0.159965	0.001768	18.9
74	-1.042050	0.000000	0.159965	0.004450	18.8
75	-1.039993	0.000000	0.159965	0.003497	18.9
76	-1.039658	0.000000	0.159965	0.002659	18.9
77	-1.039205	0.000000	0.159965	0.003509	19.1
78	-1.038634	0.000000	0.159965	0.002483	19.0
79	-1.038607	0.000000	0.159965	0.002616	18.8
80	-1.038858	0.000000	0.159965	0.003270	18.9
81	-1.039945	0.000000	0.159965	0.003040	19.0
82	-1.038851	0.000000	0.159965	0.002360	18.9
83	-1.040818	0.000000	0.159965	0.003910	19.2
84	-1.038010	0.000000	0.159965	0.002536	18.9
85	-1.038682	0.000000	0.159965	0.004280	19.0
86	-1.037794	0.000000	0.159965	0.002073	18.9
87	-1.036642	0.000000	0.159965	0.004011	19.0
88	-1.040499	0.000000	0.159965	0.002818	18.9
89	-1.039226	0.000000	0.159965	0.003052	18.8
90	-1.041042	0.000000	0.159965	0.003320	19.0
91	-1.043431	0.000000	0.159965	0.002931	19.0
92	-1.039072	0.000000	0.159965	0.003480	18.8
93	-1.039898	0.000000	0.159965	0.004894	18.9
94	-1.039000	0.000000	0.159965	0.004171	18.8
95	-1.038034	0.000000	0.159965	0.004262	18.9
96	-1.040130	0.000000	0.159965	0.002935	19.0
97	-1.042013	0.000000	0.159965	0.002746	19.0
98	-1.040345	0.000000	0.159965	0.004650	18.9
99	-1.039398	0.000000	0.159965	0.003211	18.9
100	-1.039619	0.000000	0.159965	0.003735	19.0
101	-1.039076	0.000000	0.159965	0.002873	18.9
102	-1.039618	0.000000	0.159965	0.002997	18.8
103	-1.041032	0.000000	0.159965	0.003604	18.8
104	-1.039796	0.000000	0.159965	0.003083	19.0
105	-1.039419	0.000000	0.159965	0.002890	18.9
106	-1.040364	0.000000	0.159965	0.002469	19.0
107	-1.041046	0.000000	0.159965	0.003367	18.9
108	-1.039589	0.000000	0.159965	0.003727	18.8
109	-1.038680	0.000000	0.159965	0.002570	19.2
110	-1.039454	0.000000	0.159965	0.003467	18.9
111	-1.039648	0.000000	0.159965	0.003744	18.9
112	-1.040797	0.000000	0.159965	0.003269	18.8
113	-1.040090	0.000000	0.159965	0.003696	18.8
114	-1.039192	0.000000	0.159965	0.002497	18.8
115	-1.038244	0.000000	0.159965	0.002968	18.8
116	-1.039630	0.000000	0.159965	0.003091	18.8
117	-1.039073	0.000000	0.159965	0.003540	19.1
118	-1.040773	0.000000	0.159965	0.004149	18.9
119	-1.040762	0.000000	0.159965	0.003986	18.8
120	-1.040100	0.000000	0.159965	0.002789	19.0
121	-1.038443	0.000000	0.159965	0.002302	19.0
122	-1.040726	0.000000	0.159965	0.003178	18.7
123	-1.041129	0.000000	0.159965	0.002415	18.8
124	-1.041752	0.000000	0.159965	0.004903	18.8
125	-1.040534	0.000000	0.159965	0.002572	19.0
126	-1.041642	0.000000	0.159965	0.004327	18.8
127	-1.039288	0.000000	0.159965	0.004521	18.8
128	-1.039007	0.000000	0.159965	0.004323	18.9
129	-1.038744	0.000000	0.159965	0.003302	18.8
130	-1.039544	0.000000	0.159965	0.003503	18.8
131	-1.040276	0.000000	0.159965	0.002766	18.9
132	-1.040726	0.000000	0.159965	0.003447	18.8
133	-1.036755	0.000000	0.159965	0.002646	18.8
134	-1.042177	0.000000	0.159965	0.005301	18.9
135	-1.039894	0.000000	0.159965	0.002618	18.9
136	-1.039509	0.000000	0.159965	0.004325	19.0
137	-1.041275	0.000000	0.159965	0.003402	19.1
138	-1.041255	0.000000	0.159965	0.005530	19.1
139	-1.041810	0.000000	0.159965	0.002676	18.9
140	-1.040462	0.000000	0.159965	0.002937	18.8
141	-1.040045	0.000000	0.159965	0.003833	18.9
142	-1.040090	0.000000	0.159965	0.002976	19.0
143	-1.040557	0.000000	0.159965	0.003737	18.9
144	-1.039659	0.000000	0.159965	0.004662	18.7
145	-1.040030	0.000000	0.159965	0.002949	19.0
146	-1.039831	0.000000	0.159965	0.002980	19.0
147	-1.038387	0.000000	0.159965	0.002035	18.9
148	-1.040475	0.000000	0.159965	0.002362	18.8
149	-1.040011	0.000000	0.159965	0.001407	18.9
150	-1.040963	0.000000	0.159965	0.002910	18.8
151	-1.041306	0.000000	0.159965	0.003466	18.9
152	-1.039851	0.000000	0.159965	0.003262	18.8
153	-1.039649	0.000000	0.159965	0.003924	18.8
154	-1.037240	0.000000	0.159965	0.004061	18.8
155	-1.039094	0.000000	0.159965	0.003919	18.8
156	-1.040264	0.000000	0.159965	0.003708	18.8
157	-1.037868	0.000000	0.159965	0.004096	19.0
158	-1.038783	0.000000	0.159965	0.002724	18.8
159	-1.038435	0.000000	0.159965	0.003965	19.0
160	-1.038593	0.000000	0.159965	0.004209	18.9
161	-1.041243	0.000000	0.159965	0.004160	18.8
162	-1.039623	0.000000	0.159965	0.002752	19.0
163	-1.038529	0.000000	0.159965	0.002654	18.8
164	-1.041351	0.000000	0.159965	0.004109	18.9
165	-1.040562	0.000000	0.159965	0.002855	18.9
166	-1.039293	0.000000	0.159965	0.002702	18.8
167	-1.039134	0.000000	0.159965	0.003608	18.9
168	-1.039544	0.000000	0.159965	0.002721	18.7
169	-1.040860	0.000000	0.159965	0.002224	18.9
170	-1.037517	0.000000	0.159965	0.002766	18.9
171	-1.038323	0.000000	0.159965	0.003319	18.7
172	-1.042769	0.000000	0.159965	0.005159	18.9
173	-1.040974	0.000000	0.159965	0.002916	19.1
174	-1.041712	0.000000	0.159965	0.003739	19.1
175	-1.039947	0.000000	0.159965	0.004394	18.9
176	-1.038341	0.000000	0.159965	0.003331	19.0
177	-1.039516	0.000000	0.159965	0.003158	18.9
178	-1.039750	0.000000	0.159965	0.003881	18.9
179	-1.038840	0.000000	0.159965	0.003133	18.8
180	-1.040300	0.000000	0.159965	0.003399	19.2
181	-1.040473	0.000000	0.159965	0.002865	18.9
182	-1.038295	0.000000	0.159965	0.003490	18.7
183	-1.040507	0.000000	0.159965	0.004363	19.1
184	-1.041172	0.000000	0.159965	0.002393	18.8
185	-1.039386	0.000000	0.159965	0.003051	19.0
186	-1.039490	0.000000	0.159965	0.003417	18.9
187	-1.041196	0.000000	0.159965	0.003294	18.7
188	-1.041281	0.000000	0.159965	0.002769	18.7
189	-1.039166	0.000000	0.159965	0.003861	18.9
190	-1.039859	0.000000	0.159965	0.003145	19.2
191	-1.037225	0.000000	0.159965	0.003362	18.9
192	-1.040017	0.000000	0.159965	0.002717	18.9
193	-1.040942	0.000000	0.159965	0.003075	18.9
194	-1.041153	0.000000	0.159965	0.003288	19.1
195	-1.039613	0.000000	0.159965	0.003083	19.0
196	-1.041280	0.000000	0.159965	0.003249	19.0
197	-1.039434	0.000000	0.159965	0.003244	19.0
198	-1.039822	0.000000	0.159965	0.003196	18.8
199	-1.041852	0.000000	0.159965	0.005001	18.8
200	-1.039791	0.000000	0.159965	0.003223	18.9
201	-1.039358	0.000000	0.159965	0.003168	18.9
202	-1.040428	0.000000	0.159965	0.003026	18.9
203	-1.039842	0.000000	0.159965	0.002033	18.9
204	-1.039405	0.000000	0.159965	0.003189	19.0
205	-1.039449	0.000000	0.159965	0.003593	19.0
206	-1.038323	0.000000	0.159965	0.002217	18.9
207	-1.040526	0.000000	0.159965	0.004451	18.8
208	-1.039492	0.000000	0.159965	0.003346	19.0
209	-1.038754	0.000000	0.159965	0.002757	18.8
210	-1.041414	0.000000	0.159965	0.003633	19.0
211	-1.039889	0.000000	0.159965	0.003958	18.8
212	-1.039545	0.000000	0.159965	0.002815	18.9
213	-1.041139	0.000000	0.159965	0.003709	18.8
214	-1.039690	0.000000	0.159965	0.003229	18.7
215	-1.042051	0.000000	0.159965	0.004059	18.9
216	-1.040508	0.000000	0.159965	0.003341	19.0
217	-1.041091	0.000000	0.159965	0.004253	18.9
218	-1.040168	0.000000	0.159965	0.003409	18.6
219	-1.039480	0.000000	0.159965	0.002963	18.9
220	-1.039576	0.000000	0.159965	0.002897	19.0
221	-1.039733	0.000000	0.159965	0.004188	18.9
222	-1.039108	0.000000	0.159965	0.002273	18.9
223	-1.039421	0.000000	0.159965	0.002065	18.9
224	-1.038864	0.000000	0.159965	0.003035	18.8
225	-1.041533	0.000000	0.159965	0.005749	18.8
226	-1.042328	0.000000	0.159965	0.004358	19.0
227	-1.038891	0.000000	0.159965	0.002376	19.0
228	-1.039986	0.000000	0.159965	0.003466	18.9
229	-1.041025	0.000000	0.159965	0.003751	18.9
230	-1.040404	0.000000	0.159965	0.004164	19.0
231	-1.040809	0.000000	0.159965	0.002680	18.8
232	-1.040701	0.000000	0.159965	0.003820	18.7
233	-1.039433	0.000000	0.159965	0.003297	18.9
234	-1.039642	0.000000	0.159965	0.002399	18.8
235	-1.039507	0.000000	0.159965	0.002803	18.9
236	-1.040390	0.000000	0.159965	0.002363	18.9
237	-1.039156	0.000000	0.159965	0.004516	18.7
238	-1.041615	0.000000	0.159965	0.003497	18.8
239	-1.037610	0.000000	0.159965	0.004326	18.9
240	-1.039526	0.000000	0.159965	0.003139	18.9
241	-1.039369	0.000000	0.159965	0.002930	19.0
242	-1.038294	0.000000	0.159965	0.004186	18.8
243	-1.040020	0.000000	0.159965	0.003197	19.0
244	-1.040458	0.000000	0.159965	0.003629	18.9
245	-1.040838	0.000000	0.159965	0.004282	19.0
246	-1.040600	0.000000	0.159965	0.003602	18.9
247	-1.039179	0.000000	0.159965	0.002089	19.0
248	-1.037583	0.000000	0.159965	0.002662	19.3
249	-1.039103	0.000000	0.159965	0.002986	18.9
250	-1.038122	0.000000	0.159965	0.002667	18.8
251	-1.038190	0.000000	0.159965	0.004258	18.8
252	-1.040821	0.000000	0.159965	0.003954	19.1
253	-1.039659	0.000000	0.159965	0.002185	18.9
254	-1.040378	0.000000	0.159965	0.004272	18.9
255	-1.041053	0.000000	0.159965	0.002887	18.9
256	-1.038687	0.000000	0.159965	0.003863	18.9
257	-1.036992	0.000000	0.159965	0.003232	19.0
258	-1.042126	0.000000	0.159965	0.003485	18.9
259	-1.036999	0.000000	0.159965	0.004185	19.0
260	-1.039079	0.000000	0.159965	0.004279	18.6
261	-1.039104	0.000000	0.159965	0.004624	18.7
262	-1.040396	0.000000	0.159965	0.004017	18.9
263	-1.038950	0.000000	0.159965	0.003556	18.9
264	-1.039432	0.000000	0.159965	0.003257	18.8
265	-1.039246	0.000000	0.159965	0.002294	18.8
266	-1.039171	0.000000	0.159965	0.004328	18.7
267	-1.039769	0.000000	0.159965	0.003155	18.7
268	-1.038047	0.000000	0.159965	0.003188	18.9
269	-1.040964	0.000000	0.159965	0.003468	18.9
270	-1.039758	0.000000	0.159965	0.002877	18.8
271	-1.041899	0.000000	0.159965	0.004809	18.8
272	-1.039179	0.000000	0.159965	0.003937	18.8
273	-1.040789	0.000000	0.159965	0.004541	19.0
274	-1.039350	0.000000	0.159965	0.003074	19.0
275	-1.038824	0.000000	0.159965	0.003047	18.8
276	-1.040109	0.000000	0.159965	0.003830	18.8
277	-1.041109	0.000000	0.159965	0.004540	18.8
278	-1.038730	0.000000	0.159965	0.003686	18.8
279	-1.040440	0.000000	0.159965	0.002110	18.8
280	-1.041775	0.000000	0.159965	0.003244	18.7
281	-1.042040	0.000000	0.159965	0.003016	18.9
282	-1.038078	0.000000	0.159965	0.002591	18.8
283	-1.040354	0.000000	0.159965	0.002984	18.8
284	-1.042476	0.000000	0.159965	0.003438	18.8
285	-1.042744	0.000000	0.159965	0.004285	18.9
286	-1.039184	0.000000	0.159965	0.002008	18.9
287	-1.041239	0.000000	0.159965	0.003603	18.8
288	-1.040822	0.000000	0.159965	0.003833	18.8
289	-1.039767	0.000000	0.159965	0.002355	18.9
290	-1.040321	0.000000	0.159965	0.003222	18.7
291	-1.041035	0.000000	0.159965	0.003085	18.9
292	-1.041458	0.000000	0.159965	0.003885	18.8
293	-1.041273	0.000000	0.159965	0.002978	18.9
294	-1.041792	0.000000	0.159965	0.004611	18.9
295	-1.039877	0.000000	0.159965	0.002313	18.9
296	-1.041123	0.000000	0.159965	0.004562	19.1
297	-1.038362	0.000000	0.159965	0.003574	18.8
298	-1.040195	0.000000	0.159965	0.002733	19.0
299	-1.042289	0.000000	0.159965	0.003717	18.8
300	-1.038488	0.000000	0.159965	0.003389	18.9
301	-1.041169	0.000000	0.159965	0.004056	19.1
302	-1.040213	0.000000	0.159965	0.002350	18.9
303	-1.039846	0.000000	0.159965	0.003420	18.8
304	-1.041328	0.000000	0.159965	0.003200	18.8
305	-1.041131	0.000000	0.159965	0.002446	18.9
306	-1.040017	0.000000	0.159965	0.003737	18.8
307	-1.042038	0.000000	0.159965	0.003470	18.8
308	-1.038872	0.000000	0.159965	0.002843	18.9
309	-1.041283	0.000000	0.159965	0.002966	18.8
310	-1.041153	0.000000	0.159965	0.004225	18.9
311	-1.039289	0.000000	0.159965	0.004412	18.8
312	-1.039413	0.000000	0.159965	0.003906	19.0
313	-1.041587	0.000000	0.159965	0.002512	18.8
314	-1.042685	0.000000	0.159965	0.004324	18.7
315	-1.040005	0.000000	0.159965	0.003467	18.7
316	-1.038288	0.000000	0.159965	0.002429	19.0
317	-1.041019	0.000000	0.159965	0.003466	18.9
318	-1.037909	0.000000	0.159965	0.003370	18.8
319	-1.038042	0.000000	0.159965	0.002512	18.9
320	-1.039252	0.000000	0.159965	0.004174	18.9
321	-1.039363	0.000000	0.159965	0.002543	19.0
322	-1.038684	0.000000	0.159965	0.004073	18.7
323	-1.040146	0.000000	0.159965	0.003457	18.8
324	-1.041326	0.000000	0.159965	0.003580	18.7
325	-1.039557	0.000000	0.159965	0.002739	18.9
326	-1.040170	0.000000	0.159965	0.004256	19.0
327	-1.039160	0.000000	0.159965	0.003523	18.8
328	-1.040737	0.000000	0.159965	0.002079	18.8
329	-1.039017	0.000000	0.159965	0.002764	18.8
330	-1.039363	0.000000	0.159965	0.002808	18.9
331	-1.041460	0.000000	0.159965	0.002943	18.8
332	-1.040149	0.000000	0.159965	0.004498	18.9
333	-1.038942	0.000000	0.159965	0.003390	18.8
334	-1.039040	0.000000	0.159965	0.002838	18.9
335	-1.038856	0.000000	0.159965	0.004983	18.9
336	-1.039945	0.000000	0.159965	0.003457	19.0
337	-1.037381	0.000000	0.159965	0.003000	18.9
338	-1.039454	0.000000	0.159965	0.004225	18.7
339	-1.040317	0.000000	0.159965	0.002972	18.8
340	-1.040507	0.000000	0.159965	0.004257	19.1
341	-1.039869	0.000000	0.159965	0.003565	18.8
342	-1.041059	0.000000	0.159965	0.003465	18.8
343	-1.039431	0.000000	0.159965	0.002330	18.8
344	-1.038933	0.000000	0.159965	0.002562	18.8
345	-1.041762	0.000000	0.159965	0.003831	18.7
346	-1.039402	0.000000	0.159965	0.002497	18.8
347	-1.040429	0.000000	0.159965	0.002598	19.0
348	-1.041748	0.000000	0.159965	0.004822	18.8
349	-1.040695	0.000000	0.159965	0.003938	19.0
350	-1.040609	0.000000	0.159965	0.003868	18.9
351	-1.041068	0.000000	0.159965	0.003447	18.8
352	-1.038842	0.000000	0.159965	0.003053	18.9
353	-1.040508	0.000000	0.159965	0.003067	18.9
354	-1.039425	0.000000	0.159965	0.002370	18.9
355	-1.039924	0.000000	0.159965	0.002416	18.9
356	-1.040527	0.000000	0.159965	0.002892	18.8
357	-1.042108	0.000000	0.159965	0.003796	18.9
358	-1.038266	0.000000	0.159965	0.003887	18.9
359	-1.040423	0.000000	0.159965	0.003735	18.9
360	-1.037757	0.000000	0.159965	0.003016	18.9
361	-1.042628	0.000000	0.159965	0.002933	18.6
362	-1.041960	0.000000	0.159965	0.003701	18.8
363	-1.040266	0.000000	0.159965	0.003254	19.0
364	-1.039279	0.000000	0.159965	0.001902	18.8
365	-1.040159	0.000000	0.159965	0.004152	18.7
366	-1.040649	0.000000	0.159965	0.003049	18.8
367	-1.038540	0.000000	0.159965	0.004145	18.8
368	-1.043260	0.000000	0.159965	0.003370	18.8
369	-1.041874	0.000000	0.159965	0.002547	18.9
370	-1.038670	0.000000	0.159965	0.003046	18.8
371	-1.041107	0.000000	0.159965	0.002864	18.8
372	-1.039646	0.000000	0.159965	0.002480	18.8
373	-1.041216	0.000000	0.159965	0.004008	18.7
374	-1.039477	0.000000	0.159965	0.003292	18.8
375	-1.041570	0.000000	0.159965	0.003121	18.9
376	-1.041373	0.000000	0.159965	0.003161	18.7
377	-1.040809	0.000000	0.159965	0.004688	18.7
378	-1.041199	0.000000	0.159965	0.002749	18.8
379	-1.040786	0.000000	0.159965	0.004933	18.9
380	-1.039459	0.000000	0.159965	0.004569	18.9
381	-1.040125	0.000000	0.159965	0.004278	18.6
382	-1.040936	0.000000	0.159965	0.003156	18.8
383	-1.038012	0.000000	0.159965	0.001592	18.7
384	-1.041191	0.000000	0.159965	0.003485	18.9
385	-1.043074	0.000000	0.159965	0.003318	18.7
386	-1.042001	0.000000	0.159965	0.003539	18.8
387	-1.038755	0.000000	0.159965	0.003106	18.7
388	-1.039951	0.000000	0.159965	0.003218	18.8
389	-1.040222	0.000000	0.159965	0.005123	18.8
390	-1.039925	0.000000	0.159965	0.003099	18.7
